DISTRICT,LOCAL,Name,PROVINCE,PR_NAME,TYPE,mean,month,year,Date
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.429586043,8,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.885919355,9,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.064598307,10,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.025115175,11,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.002358681,12,2024,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.005446475,1,2025,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.010565545,2,2025,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.009693362,3,2025,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.122988683,4,2025,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.27367309,5,2025,
Chitawan,Bharatpur,,3,Bagmati Pradesh,Mahanagarpalika,0.413893603,6,2025,
